#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SAL_BC4450AA_AS.result.fasta	SAL_BC4450AA_AS_NODE_9_length_183019_cov_50.337768	15855	15996	+	IncI1_1_Alpha	1-142/142	===============	0/0	100.00	100.00	plasmidfinder	AP005147	IncI1_1_Alpha_AP005147	
SAL_BC4450AA_AS.result.fasta	SAL_BC4450AA_AS_NODE_9_length_183019_cov_50.337768	167024	167165	-	IncI1_1_Alpha	1-142/142	===============	0/0	100.00	100.00	plasmidfinder	AP005147	IncI1_1_Alpha_AP005147	
SAL_BC7151AA_AS.result.fasta	SAL_BC7151AA_AS_NODE_18_length_91785_cov_64.529719	15851	15992	+	IncI1_1_Alpha	1-142/142	===============	0/0	100.00	100.00	plasmidfinder	AP005147	IncI1_1_Alpha_AP005147	
SAL_BC7151AA_AS.result.fasta	SAL_BC7151AA_AS_NODE_28_length_55330_cov_57.680941	553	940	+	IncFIA(HI1)_1_HI1	1-388/388	===============	0/0	100.00	100.00	plasmidfinder	AF250878	IncFIA(HI1)_1_HI1_AF250878	
SAL_BC7151AA_AS.result.fasta	SAL_BC7151AA_AS_NODE_29_length_53639_cov_57.726529	26276	26815	-	IncHI1B(R27)_1_R27	1-540/540	===============	0/0	100.00	100.00	plasmidfinder	AF250878	IncHI1B(R27)_1_R27_AF250878	
SAL_BC7151AA_AS.result.fasta	SAL_BC7151AA_AS_NODE_29_length_53639_cov_57.726529	39892	40311	+	IncHI1A_1	1-420/420	===============	0/0	100.00	99.76	plasmidfinder	AF250878	IncHI1A_1__AF250878	
SAL_BC7151AA_AS.result.fasta	SAL_BC7151AA_AS_NODE_52_length_3878_cov_299.585977	3123	3276	-	Col156_1	1-154/154	===============	0/0	100.00	94.16	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_BD3881AA_AS.result.fasta	SAL_BD3881AA_AS_NODE_31_length_24561_cov_13.866375	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_BD3887AA_AS.result.fasta	SAL_BD3887AA_AS_NODE_13_length_58905_cov_29.918320	1927	2188	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_BD3887AA_AS.result.fasta	SAL_BD3887AA_AS_NODE_13_length_58905_cov_29.918320	54189	54531	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_BD3887AA_AS.result.fasta	SAL_BD3887AA_AS_NODE_13_length_58905_cov_29.918320	55178	55551	+	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_BD3887AA_AS.result.fasta	SAL_BD3887AA_AS_NODE_16_length_29666_cov_33.172687	19309	19951	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_BD3887AA_AS.result.fasta	SAL_BD3887AA_AS_NODE_21_length_3736_cov_147.569133	1868	1998	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_BD3888AA_AS.result.fasta	SAL_BD3888AA_AS_NODE_12_length_58905_cov_22.508643	1927	2188	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_BD3888AA_AS.result.fasta	SAL_BD3888AA_AS_NODE_12_length_58905_cov_22.508643	54189	54531	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_BD3888AA_AS.result.fasta	SAL_BD3888AA_AS_NODE_12_length_58905_cov_22.508643	55178	55551	+	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_BD3888AA_AS.result.fasta	SAL_BD3888AA_AS_NODE_15_length_29666_cov_24.758353	19309	19951	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_BD3888AA_AS.result.fasta	SAL_BD3888AA_AS_NODE_20_length_3736_cov_138.786090	3431	3561	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_BD3939AA_AS.result.fasta	SAL_BD3939AA_AS_NODE_29_length_24561_cov_15.646476	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_CD5462AA_AS.result.fasta	SAL_CD5462AA_AS_NODE_16_length_19915_cov_21.349757	4060	4702	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_CD5462AA_AS.result.fasta	SAL_CD5462AA_AS_NODE_19_length_9370_cov_16.422915	6023	6365	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_CD5462AA_AS.result.fasta	SAL_CD5462AA_AS_NODE_19_length_9370_cov_16.422915	7012	7385	+	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_CD5462AA_AS.result.fasta	SAL_CD5462AA_AS_NODE_25_length_3736_cov_92.564145	1115	1245	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_CD5462AA_AS.result.fasta	SAL_CD5462AA_AS_NODE_28_length_2616_cov_19.465649	429	690	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DC0038AA_AS.result.fasta	SAL_DC0038AA_AS_NODE_31_length_6887_cov_234.297337	5108	5238	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC0038AA_AS.result.fasta	SAL_DC0038AA_AS_NODE_35_length_3878_cov_245.747801	3065	3218	+	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC0046AA_AS.result.fasta	SAL_DC0046AA_AS_NODE_16_length_49963_cov_25.255016	802	1315	-	IncN_1	1-514/514	===============	0/0	100.00	100.00	plasmidfinder	AY046276	IncN_1__AY046276	
SAL_DC0051AA_AS.result.fasta	SAL_DC0051AA_AS_NODE_18_length_49963_cov_33.025363	802	1315	-	IncN_1	1-514/514	===============	0/0	100.00	100.00	plasmidfinder	AY046276	IncN_1__AY046276	
SAL_DC0052AA_AS.result.fasta	SAL_DC0052AA_AS_NODE_30_length_6887_cov_185.651627	4804	4934	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC0052AA_AS.result.fasta	SAL_DC0052AA_AS_NODE_35_length_3878_cov_169.807785	3349	3502	+	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC0054AA_AS.result.fasta	SAL_DC0054AA_AS_NODE_29_length_6887_cov_335.613314	4447	4577	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC0054AA_AS.result.fasta	SAL_DC0054AA_AS_NODE_35_length_3878_cov_340.458278	122	275	-	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC0055AA_AS.result.fasta	SAL_DC0055AA_AS_NODE_30_length_6887_cov_352.882544	2091	2221	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC0055AA_AS.result.fasta	SAL_DC0055AA_AS_NODE_36_length_3878_cov_356.626766	204	357	-	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC0057AA_AS.result.fasta	SAL_DC0057AA_AS_NODE_18_length_50057_cov_38.088744	896	1409	-	IncN_1	1-514/514	===============	0/0	100.00	100.00	plasmidfinder	AY046276	IncN_1__AY046276	
SAL_DC1804AA_AS.result.fasta	SAL_DC1804AA_AS_NODE_30_length_21715_cov_33.114230	11920	12477	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC1805AA_AS.result.fasta	SAL_DC1805AA_AS_NODE_34_length_24582_cov_39.418033	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC1808AA_AS.result.fasta	SAL_DC1808AA_AS_NODE_35_length_24582_cov_36.327786	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9599AA_AS.result.fasta	SAL_DC9599AA_AS_NODE_50_length_6885_cov_149.416124	6230	6360	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC9599AA_AS.result.fasta	SAL_DC9599AA_AS_NODE_56_length_3876_cov_302.807251	12	165	+	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC9601AA_AS.result.fasta	SAL_DC9601AA_AS_NODE_101_length_316_cov_0.460317	167	316	+	Col156_1	1-150/154	===============	0/0	97.40	93.33	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC9601AA_AS.result.fasta	SAL_DC9601AA_AS_NODE_50_length_6887_cov_316.030917	414	544	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC9601AA_AS.result.fasta	SAL_DC9601AA_AS_NODE_57_length_3878_cov_391.215409	1893	2046	-	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC9604AA_AS.result.fasta	SAL_DC9604AA_AS_NODE_41_length_6887_cov_353.088609	1002	1132	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC9604AA_AS.result.fasta	SAL_DC9604AA_AS_NODE_47_length_3878_cov_535.882165	2413	2566	+	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC9619AA_AS.result.fasta	SAL_DC9619AA_AS_NODE_39_length_24582_cov_6.675322	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9620AA_AS.result.fasta	SAL_DC9620AA_AS_NODE_34_length_24561_cov_9.063027	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9621AA_AS.result.fasta	SAL_DC9621AA_AS_NODE_26_length_52286_cov_8.290439	36964	37521	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9627AA_AS.result.fasta	SAL_DC9627AA_AS_NODE_28_length_31561_cov_2.456897	29416	29677	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DC9627AA_AS.result.fasta	SAL_DC9627AA_AS_NODE_34_length_11829_cov_2.600137	9201	9843	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DC9633AA_AS.result.fasta	SAL_DC9633AA_AS_NODE_21_length_62325_cov_2.948746	48440	49082	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DC9633AA_AS.result.fasta	SAL_DC9633AA_AS_NODE_30_length_31580_cov_2.802861	29424	29685	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DC9634AA_AS.result.fasta	SAL_DC9634AA_AS_NODE_24_length_33497_cov_2.092059	3814	4075	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DC9634AA_AS.result.fasta	SAL_DC9634AA_AS_NODE_33_length_17019_cov_2.358927	6991	7633	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DC9636AA_AS.result.fasta	SAL_DC9636AA_AS_NODE_23_length_42802_cov_2.467463	29387	29648	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DC9636AA_AS.result.fasta	SAL_DC9636AA_AS_NODE_32_length_11982_cov_2.874483	9367	10009	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DC9639AA_AS.result.fasta	SAL_DC9639AA_AS_NODE_34_length_4043_cov_253.755873	921	1077	+	Col3M_1	1-157/157	===============	0/0	100.00	98.09	plasmidfinder	JX514065	Col3M_1__JX514065	
SAL_DC9640AA_AS.result.fasta	SAL_DC9640AA_AS_NODE_7_length_190190_cov_6.113899	148654	149211	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9641AA_AS.result.fasta	SAL_DC9641AA_AS_NODE_32_length_31587_cov_3.321299	1903	2164	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DC9641AA_AS.result.fasta	SAL_DC9641AA_AS_NODE_37_length_21910_cov_3.495892	13232	13874	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DC9643AA_AS.result.fasta	SAL_DC9643AA_AS_NODE_26_length_54692_cov_2.273032	9293	9935	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DC9643AA_AS.result.fasta	SAL_DC9643AA_AS_NODE_26_length_54692_cov_2.273032	25019	25280	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DC9647AA_AS.result.fasta	SAL_DC9647AA_AS_NODE_33_length_24578_cov_6.702409	14785	15342	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9648AA_AS.result.fasta	SAL_DC9648AA_AS_NODE_35_length_24561_cov_6.427765	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9649AA_AS.result.fasta	SAL_DC9649AA_AS_NODE_29_length_24559_cov_6.399885	14764	15321	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9651AA_AS.result.fasta	SAL_DC9651AA_AS_NODE_19_length_88148_cov_6.673941	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9654AA_AS.result.fasta	SAL_DC9654AA_AS_NODE_31_length_24561_cov_5.753581	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9655AA_AS.result.fasta	SAL_DC9655AA_AS_NODE_21_length_55120_cov_2.566945	11386	12028	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DC9655AA_AS.result.fasta	SAL_DC9655AA_AS_NODE_27_length_31542_cov_2.622346	1881	2142	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DC9661AA_AS.result.fasta	SAL_DC9661AA_AS_NODE_31_length_24582_cov_8.871069	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9663AA_AS.result.fasta	SAL_DC9663AA_AS_NODE_21_length_73966_cov_6.412858	58623	59180	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DD3533AA_AS.result.fasta	SAL_DD3533AA_AS_NODE_23_length_60737_cov_2.606104	3789	4050	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DD3533AA_AS.result.fasta	SAL_DD3533AA_AS_NODE_23_length_60737_cov_2.606104	56051	56393	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_DD3533AA_AS.result.fasta	SAL_DD3533AA_AS_NODE_23_length_60737_cov_2.606104	57040	57413	+	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_DD3533AA_AS.result.fasta	SAL_DD3533AA_AS_NODE_28_length_34792_cov_3.072126	14883	15525	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DD3533AA_AS.result.fasta	SAL_DD3533AA_AS_NODE_35_length_3698_cov_54.911887	181	311	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DD3534AA_AS.result.fasta	SAL_DD3534AA_AS_NODE_19_length_61552_cov_2.712875	9680	10322	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DD3534AA_AS.result.fasta	SAL_DD3534AA_AS_NODE_19_length_61552_cov_2.712875	33579	33952	-	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_DD3534AA_AS.result.fasta	SAL_DD3534AA_AS_NODE_19_length_61552_cov_2.712875	34599	34941	-	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_DD3534AA_AS.result.fasta	SAL_DD3534AA_AS_NODE_27_length_26918_cov_2.751780	24731	24992	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DD3534AA_AS.result.fasta	SAL_DD3534AA_AS_NODE_33_length_3700_cov_42.845664	3395	3525	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_FB0401AA_AS.result.fasta	NODE_15_length_101608_cov_32.027099	23144	23531	-	IncFIA_1	1-388/388	===============	0/0	100.00	99.74	plasmidfinder	AP001918	IncFIA_1__AP001918	
SAL_FB0401AA_AS.result.fasta	NODE_15_length_101608_cov_32.027099	27823	28465	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_FB0401AA_AS.result.fasta	NODE_15_length_101608_cov_32.027099	43549	43810	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_FB0401AA_AS.result.fasta	NODE_31_length_19699_cov_29.933527	1962	2643	+	IncFIB(AP001918)_1	1-682/682	===============	0/0	100.00	98.39	plasmidfinder	AP001918	IncFIB(AP001918)_1__AP001918	
SAL_FB0407AA_AS.result.fasta	NODE_15_length_91754_cov_27.968416	1782	2043	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_FB0407AA_AS.result.fasta	NODE_15_length_91754_cov_27.968416	79904	80546	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_FB0410AA_AS.result.fasta	NODE_15_length_91753_cov_32.836754	1782	2043	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_FB0410AA_AS.result.fasta	NODE_15_length_91753_cov_32.836754	79903	80545	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_FB0415AA_AS.result.fasta	NODE_14_length_50782_cov_20.459027	40425	41067	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_FB0415AA_AS.result.fasta	NODE_19_length_5620_cov_19.268524	3433	3694	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_GD2468AA_AS.result.fasta	SAL_GD2468AA_AS_NODE_28_length_24561_cov_16.165139	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4498AA_AS.result.fasta	NODE_26_length_24561_cov_36.952894	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4498AA_AS.result.fasta	NODE_34_length_2829_cov_1063.392672	440	553	-	Col440I_1	1-114/114	===============	0/0	100.00	91.23	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_HB4512AA_AS.result.fasta	NODE_36_length_31702_cov_32.607886	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4519AA_AS.result.fasta	NODE_25_length_24561_cov_20.263649	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4519AA_AS.result.fasta	NODE_34_length_2829_cov_546.851962	288	401	+	Col440I_1	1-114/114	===============	0/0	100.00	91.23	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_HB4545AA_AS.result.fasta	NODE_27_length_24561_cov_25.458009	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4581AA_AS.result.fasta	NODE_31_length_24557_cov_29.363610	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4582AA_AS.result.fasta	NODE_36_length_17535_cov_26.552505	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4585AA_AS.result.fasta	NODE_26_length_24561_cov_42.133953	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4593AA_AS.result.fasta	NODE_26_length_24561_cov_32.324138	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4594AA_AS.result.fasta	NODE_27_length_24561_cov_42.200499	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5936AA_AS.result.fasta	NODE_34_length_24561_cov_18.883073	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5937AA_AS.result.fasta	NODE_33_length_24561_cov_18.839650	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5938AA_AS.result.fasta	NODE_51_length_17488_cov_14.244456	2170	2727	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5939AA_AS.result.fasta	NODE_38_length_24561_cov_21.347876	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5939AA_AS.result.fasta	NODE_49_length_2829_cov_592.131384	1410	1523	-	Col440I_1	1-114/114	===============	0/0	100.00	91.23	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_HB5940AA_AS.result.fasta	NODE_40_length_24561_cov_21.129451	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5941AA_AS.result.fasta	NODE_49_length_24561_cov_14.123230	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5942AA_AS.result.fasta	NODE_36_length_24561_cov_23.056929	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5944AA_AS.result.fasta	NODE_41_length_24561_cov_18.232299	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5946AA_AS.result.fasta	NODE_38_length_44687_cov_17.880969	34892	35449	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5951AA_AS.result.fasta	NODE_38_length_24561_cov_20.524638	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5959AA_AS.result.fasta	NODE_28_length_24560_cov_39.642614	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
