#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SAL_BC4450AA_AS.result.fasta	SAL_BC4450AA_AS_NODE_13_length_144565_cov_45.020909	84511	84930	+	IncHI1A_1	1-420/420	===============	0/0	100.00	99.76	plasmidfinder	AF250878	IncHI1A_1__AF250878	
SAL_BC4450AA_AS.result.fasta	SAL_BC4450AA_AS_NODE_31_length_55329_cov_45.286874	552	939	+	IncFIA(HI1)_1_HI1	1-388/388	===============	0/0	100.00	100.00	plasmidfinder	AF250878	IncFIA(HI1)_1_HI1_AF250878	
SAL_BC4450AA_AS.result.fasta	SAL_BC4450AA_AS_NODE_63_length_3878_cov_377.900560	475	628	+	Col156_1	1-154/154	===============	0/0	100.00	94.16	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_BC4450AA_AS.result.fasta	SAL_BC4450AA_AS_NODE_9_length_183019_cov_50.337768	15855	15996	+	IncI1_1_Alpha	1-142/142	===============	0/0	100.00	100.00	plasmidfinder	AP005147	IncI1_1_Alpha_AP005147	
SAL_BC4450AA_AS.result.fasta	SAL_BC4450AA_AS_NODE_9_length_183019_cov_50.337768	167024	167165	-	IncI1_1_Alpha	1-142/142	===============	0/0	100.00	100.00	plasmidfinder	AP005147	IncI1_1_Alpha_AP005147	
SAL_BC7151AA_AS.result.fasta	SAL_BC7151AA_AS_NODE_18_length_91785_cov_64.529719	15851	15992	+	IncI1_1_Alpha	1-142/142	===============	0/0	100.00	100.00	plasmidfinder	AP005147	IncI1_1_Alpha_AP005147	
SAL_BC7151AA_AS.result.fasta	SAL_BC7151AA_AS_NODE_28_length_55330_cov_57.680941	553	940	+	IncFIA(HI1)_1_HI1	1-388/388	===============	0/0	100.00	100.00	plasmidfinder	AF250878	IncFIA(HI1)_1_HI1_AF250878	
SAL_BC7151AA_AS.result.fasta	SAL_BC7151AA_AS_NODE_29_length_53639_cov_57.726529	26276	26815	-	IncHI1B(R27)_1_R27	1-540/540	===============	0/0	100.00	100.00	plasmidfinder	AF250878	IncHI1B(R27)_1_R27_AF250878	
SAL_BC7151AA_AS.result.fasta	SAL_BC7151AA_AS_NODE_29_length_53639_cov_57.726529	39892	40311	+	IncHI1A_1	1-420/420	===============	0/0	100.00	99.76	plasmidfinder	AF250878	IncHI1A_1__AF250878	
SAL_BC7151AA_AS.result.fasta	SAL_BC7151AA_AS_NODE_52_length_3878_cov_299.585977	3123	3276	-	Col156_1	1-154/154	===============	0/0	100.00	94.16	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_BD3881AA_AS.result.fasta	SAL_BD3881AA_AS_NODE_31_length_24561_cov_13.866375	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_BD3887AA_AS.result.fasta	SAL_BD3887AA_AS_NODE_13_length_58905_cov_29.918320	1927	2188	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_BD3887AA_AS.result.fasta	SAL_BD3887AA_AS_NODE_13_length_58905_cov_29.918320	54189	54531	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_BD3887AA_AS.result.fasta	SAL_BD3887AA_AS_NODE_13_length_58905_cov_29.918320	55178	55551	+	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_BD3887AA_AS.result.fasta	SAL_BD3887AA_AS_NODE_16_length_29666_cov_33.172687	19309	19951	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_BD3887AA_AS.result.fasta	SAL_BD3887AA_AS_NODE_21_length_3736_cov_147.569133	1868	1998	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_BD3888AA_AS.result.fasta	SAL_BD3888AA_AS_NODE_12_length_58905_cov_22.508643	1927	2188	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_BD3888AA_AS.result.fasta	SAL_BD3888AA_AS_NODE_12_length_58905_cov_22.508643	54189	54531	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_BD3888AA_AS.result.fasta	SAL_BD3888AA_AS_NODE_12_length_58905_cov_22.508643	55178	55551	+	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_BD3888AA_AS.result.fasta	SAL_BD3888AA_AS_NODE_15_length_29666_cov_24.758353	19309	19951	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_BD3888AA_AS.result.fasta	SAL_BD3888AA_AS_NODE_20_length_3736_cov_138.786090	3431	3561	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_BD3939AA_AS.result.fasta	SAL_BD3939AA_AS_NODE_29_length_24561_cov_15.646476	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_BD8862AA_AS.result.fasta	SAL_BD8862AA_AS_NODE_39_length_24540_cov_6.392427	12360	13244	+	p0111_1	1-885/885	===============	0/0	100.00	98.64	plasmidfinder	AP010962	p0111_1__AP010962	
SAL_BD8862AA_AS.result.fasta	SAL_BD8862AA_AS_NODE_50_length_6471_cov_22.698455	3232	3791	-	IncFIB(K)_1_Kpn3	1-560/560	===============	0/0	100.00	99.29	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_CD5462AA_AS.result.fasta	SAL_CD5462AA_AS_NODE_16_length_19915_cov_21.349757	4060	4702	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_CD5462AA_AS.result.fasta	SAL_CD5462AA_AS_NODE_19_length_9370_cov_16.422915	6023	6365	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_CD5462AA_AS.result.fasta	SAL_CD5462AA_AS_NODE_19_length_9370_cov_16.422915	7012	7385	+	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_CD5462AA_AS.result.fasta	SAL_CD5462AA_AS_NODE_25_length_3736_cov_92.564145	1115	1245	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_CD5462AA_AS.result.fasta	SAL_CD5462AA_AS_NODE_28_length_2616_cov_19.465649	429	690	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DC0026AA_AS.result.fasta	SAL_DC0026AA_AS_NODE_17_length_86368_cov_12.243492	16410	16551	+	IncI1_1_Alpha	1-142/142	===============	0/0	100.00	99.30	plasmidfinder	AP005147	IncI1_1_Alpha_AP005147	
SAL_DC0038AA_AS.result.fasta	SAL_DC0038AA_AS_NODE_31_length_6887_cov_234.297337	5108	5238	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC0038AA_AS.result.fasta	SAL_DC0038AA_AS_NODE_35_length_3878_cov_245.747801	3065	3218	+	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC0046AA_AS.result.fasta	SAL_DC0046AA_AS_NODE_16_length_49963_cov_25.255016	802	1315	-	IncN_1	1-514/514	===============	0/0	100.00	100.00	plasmidfinder	AY046276	IncN_1__AY046276	
SAL_DC0051AA_AS.result.fasta	SAL_DC0051AA_AS_NODE_18_length_49963_cov_33.025363	802	1315	-	IncN_1	1-514/514	===============	0/0	100.00	100.00	plasmidfinder	AY046276	IncN_1__AY046276	
SAL_DC0052AA_AS.result.fasta	SAL_DC0052AA_AS_NODE_30_length_6887_cov_185.651627	4804	4934	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC0052AA_AS.result.fasta	SAL_DC0052AA_AS_NODE_35_length_3878_cov_169.807785	3349	3502	+	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC0054AA_AS.result.fasta	SAL_DC0054AA_AS_NODE_29_length_6887_cov_335.613314	4447	4577	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC0054AA_AS.result.fasta	SAL_DC0054AA_AS_NODE_35_length_3878_cov_340.458278	122	275	-	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC0055AA_AS.result.fasta	SAL_DC0055AA_AS_NODE_30_length_6887_cov_352.882544	2091	2221	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC0055AA_AS.result.fasta	SAL_DC0055AA_AS_NODE_36_length_3878_cov_356.626766	204	357	-	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC0057AA_AS.result.fasta	SAL_DC0057AA_AS_NODE_18_length_50057_cov_38.088744	896	1409	-	IncN_1	1-514/514	===============	0/0	100.00	100.00	plasmidfinder	AY046276	IncN_1__AY046276	
SAL_DC1804AA_AS.result.fasta	SAL_DC1804AA_AS_NODE_30_length_21715_cov_33.114230	11920	12477	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC1805AA_AS.result.fasta	SAL_DC1805AA_AS_NODE_34_length_24582_cov_39.418033	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC1808AA_AS.result.fasta	SAL_DC1808AA_AS_NODE_35_length_24582_cov_36.327786	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9599AA_AS.result.fasta	SAL_DC9599AA_AS_NODE_50_length_6885_cov_149.416124	6230	6360	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC9599AA_AS.result.fasta	SAL_DC9599AA_AS_NODE_56_length_3876_cov_302.807251	12	165	+	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC9601AA_AS.result.fasta	SAL_DC9601AA_AS_NODE_101_length_316_cov_0.460317	167	316	+	Col156_1	1-150/154	===============	0/0	97.40	93.33	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC9601AA_AS.result.fasta	SAL_DC9601AA_AS_NODE_50_length_6887_cov_316.030917	414	544	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC9601AA_AS.result.fasta	SAL_DC9601AA_AS_NODE_57_length_3878_cov_391.215409	1893	2046	-	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC9604AA_AS.result.fasta	SAL_DC9604AA_AS_NODE_41_length_6887_cov_353.088609	1002	1132	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DC9604AA_AS.result.fasta	SAL_DC9604AA_AS_NODE_47_length_3878_cov_535.882165	2413	2566	+	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_DC9609AA_AS.result.fasta	SAL_DC9609AA_AS_NODE_18_length_88576_cov_3.430191	29489	29750	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DC9609AA_AS.result.fasta	SAL_DC9609AA_AS_NODE_18_length_88576_cov_3.430191	44835	45477	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	99.84	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DC9609AA_AS.result.fasta	SAL_DC9609AA_AS_NODE_28_length_38691_cov_16.073073	12572	12914	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_DC9609AA_AS.result.fasta	SAL_DC9609AA_AS_NODE_28_length_38691_cov_16.073073	13561	13934	+	IncX1_1	1-374/374	===============	0/0	100.00	98.93	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_DC9609AA_AS.result.fasta	SAL_DC9609AA_AS_NODE_41_length_4378_cov_360.366267	593	875	-	Col440II_1	2-281/282	========/======	1/3	99.29	83.04	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
SAL_DC9609AA_AS.result.fasta	SAL_DC9609AA_AS_NODE_41_length_4378_cov_360.366267	4109	4222	-	Col440I_1	1-114/114	===============	0/0	100.00	92.11	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_DC9609AA_AS.result.fasta	SAL_DC9609AA_AS_NODE_42_length_2829_cov_586.214656	517	630	+	Col440I_1	1-114/114	===============	0/0	100.00	91.23	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_DC9609AA_AS.result.fasta	SAL_DC9609AA_AS_NODE_83_length_306_cov_1.033520	39	305	+	Col440II_1	2-265/282	========/======	1/3	93.62	81.27	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
SAL_DC9619AA_AS.result.fasta	SAL_DC9619AA_AS_NODE_39_length_24582_cov_6.675322	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9620AA_AS.result.fasta	SAL_DC9620AA_AS_NODE_34_length_24561_cov_9.063027	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9621AA_AS.result.fasta	SAL_DC9621AA_AS_NODE_26_length_52286_cov_8.290439	36964	37521	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9623AA_AS.result.fasta	SAL_DC9623AA_AS_NODE_140_length_281_cov_0.792208	77	190	+	Col440I_1	1-114/114	===============	0/0	100.00	89.47	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_DC9623AA_AS.result.fasta	SAL_DC9623AA_AS_NODE_32_length_42698_cov_3.622231	12962	13223	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DC9623AA_AS.result.fasta	SAL_DC9623AA_AS_NODE_34_length_38691_cov_14.756379	27148	27521	-	IncX1_1	1-374/374	===============	0/0	100.00	98.93	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_DC9623AA_AS.result.fasta	SAL_DC9623AA_AS_NODE_34_length_38691_cov_14.756379	28168	28510	-	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_DC9623AA_AS.result.fasta	SAL_DC9623AA_AS_NODE_46_length_11381_cov_3.647148	2159	2801	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	99.84	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DC9623AA_AS.result.fasta	SAL_DC9623AA_AS_NODE_53_length_4378_cov_407.716302	715	828	+	Col440I_1	1-114/114	===============	0/0	100.00	92.11	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_DC9623AA_AS.result.fasta	SAL_DC9623AA_AS_NODE_53_length_4378_cov_407.716302	4062	4344	+	Col440II_1	2-281/282	========/======	1/3	99.29	83.04	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
SAL_DC9623AA_AS.result.fasta	SAL_DC9623AA_AS_NODE_55_length_2915_cov_652.025466	645	758	+	Col440I_1	1-114/114	===============	0/0	100.00	91.23	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_DC9639AA_AS.result.fasta	SAL_DC9639AA_AS_NODE_34_length_4043_cov_253.755873	921	1077	+	Col3M_1	1-157/157	===============	0/0	100.00	98.09	plasmidfinder	JX514065	Col3M_1__JX514065	
SAL_DC9640AA_AS.result.fasta	SAL_DC9640AA_AS_NODE_7_length_190190_cov_6.113899	148654	149211	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9647AA_AS.result.fasta	SAL_DC9647AA_AS_NODE_33_length_24578_cov_6.702409	14785	15342	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9648AA_AS.result.fasta	SAL_DC9648AA_AS_NODE_35_length_24561_cov_6.427765	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9649AA_AS.result.fasta	SAL_DC9649AA_AS_NODE_29_length_24559_cov_6.399885	14764	15321	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9651AA_AS.result.fasta	SAL_DC9651AA_AS_NODE_19_length_88148_cov_6.673941	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9654AA_AS.result.fasta	SAL_DC9654AA_AS_NODE_31_length_24561_cov_5.753581	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9661AA_AS.result.fasta	SAL_DC9661AA_AS_NODE_31_length_24582_cov_8.871069	14787	15344	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DC9663AA_AS.result.fasta	SAL_DC9663AA_AS_NODE_21_length_73966_cov_6.412858	58623	59180	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_DD3533AA_AS.result.fasta	SAL_DD3533AA_AS_NODE_23_length_60737_cov_2.606104	3789	4050	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DD3533AA_AS.result.fasta	SAL_DD3533AA_AS_NODE_23_length_60737_cov_2.606104	56051	56393	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_DD3533AA_AS.result.fasta	SAL_DD3533AA_AS_NODE_23_length_60737_cov_2.606104	57040	57413	+	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_DD3533AA_AS.result.fasta	SAL_DD3533AA_AS_NODE_28_length_34792_cov_3.072126	14883	15525	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DD3533AA_AS.result.fasta	SAL_DD3533AA_AS_NODE_35_length_3698_cov_54.911887	181	311	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_DD3534AA_AS.result.fasta	SAL_DD3534AA_AS_NODE_19_length_61552_cov_2.712875	9680	10322	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_DD3534AA_AS.result.fasta	SAL_DD3534AA_AS_NODE_19_length_61552_cov_2.712875	33579	33952	-	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_DD3534AA_AS.result.fasta	SAL_DD3534AA_AS_NODE_19_length_61552_cov_2.712875	34599	34941	-	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_DD3534AA_AS.result.fasta	SAL_DD3534AA_AS_NODE_27_length_26918_cov_2.751780	24731	24992	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_DD3534AA_AS.result.fasta	SAL_DD3534AA_AS_NODE_33_length_3700_cov_42.845664	3395	3525	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_FB0402AA_AS.result.fasta	NODE_24_length_73464_cov_21.283077	1959	2220	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_FB0402AA_AS.result.fasta	NODE_35_length_18970_cov_23.865573	11308	11950	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	99.84	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_FB0402AA_AS.result.fasta	NODE_41_length_4372_cov_115.608009	2819	3101	+	Col440II_1	2-281/282	========/======	1/3	99.29	82.69	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
SAL_FB0402AA_AS.result.fasta	NODE_41_length_4372_cov_115.608009	3729	3842	+	Col440I_1	1-114/114	===============	0/0	100.00	93.86	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_FB0415AA_AS.result.fasta	NODE_14_length_50782_cov_20.459027	40425	41067	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_FB0415AA_AS.result.fasta	NODE_19_length_5620_cov_19.268524	3433	3694	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_FB0421AA_AS.result.fasta	NODE_18_length_4674_cov_256.488014	125	255	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	90.08	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_FB0421AA_AS.result.fasta	NODE_19_length_4367_cov_183.377358	4113	4243	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	89.31	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_FB0423AA_AS.result.fasta	NODE_13_length_50936_cov_18.663426	40579	41221	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_FB0423AA_AS.result.fasta	NODE_18_length_5644_cov_19.021026	3457	3718	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_GD2457AA_AS.result.fasta	SAL_GD2457AA_AS_NODE_17_length_30090_cov_16.533391	19733	20375	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.76	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_GD2457AA_AS.result.fasta	SAL_GD2457AA_AS_NODE_20_length_8661_cov_16.602765	1927	2188	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_GD2468AA_AS.result.fasta	SAL_GD2468AA_AS_NODE_28_length_24561_cov_16.165139	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4498AA_AS.result.fasta	NODE_26_length_24561_cov_36.952894	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4498AA_AS.result.fasta	NODE_34_length_2829_cov_1063.392672	440	553	-	Col440I_1	1-114/114	===============	0/0	100.00	91.23	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_HB4512AA_AS.result.fasta	NODE_36_length_31702_cov_32.607886	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4519AA_AS.result.fasta	NODE_25_length_24561_cov_20.263649	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4519AA_AS.result.fasta	NODE_34_length_2829_cov_546.851962	288	401	+	Col440I_1	1-114/114	===============	0/0	100.00	91.23	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
SAL_HB4545AA_AS.result.fasta	NODE_27_length_24561_cov_25.458009	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4581AA_AS.result.fasta	NODE_31_length_24557_cov_29.363610	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4582AA_AS.result.fasta	NODE_36_length_17535_cov_26.552505	14766	15323	-	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4585AA_AS.result.fasta	NODE_26_length_24561_cov_42.133953	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4593AA_AS.result.fasta	NODE_26_length_24561_cov_32.324138	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB4594AA_AS.result.fasta	NODE_27_length_24561_cov_42.200499	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5936AA_AS.result.fasta	NODE_34_length_24561_cov_18.883073	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
SAL_HB5937AA_AS.result.fasta	NODE_33_length_24561_cov_18.839650	9239	9796	+	IncFIB(K)_1_Kpn3	3-560/560	===============	0/0	99.64	82.80	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
