#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SAL_IA5194AA_AS.scaffold.fasta.gz	NODE_13_length_41422_cov_16.4627_ID_25	37175	37436	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5194AA_AS.scaffold.fasta.gz	NODE_13_length_41422_cov_16.4627_ID_25	37459	37899	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5194AA_AS.scaffold.fasta.gz	NODE_17_length_17370_cov_18.6256_ID_33	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5195AA_AS.scaffold.fasta.gz	NODE_14_length_41590_cov_11.487_ID_27	37343	37604	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5195AA_AS.scaffold.fasta.gz	NODE_14_length_41590_cov_11.487_ID_27	37627	38067	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5195AA_AS.scaffold.fasta.gz	NODE_18_length_17407_cov_11.6229_ID_35	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5196AA_AS.scaffold.fasta.gz	NODE_17_length_28184_cov_17.0571_ID_33	23937	24198	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5196AA_AS.scaffold.fasta.gz	NODE_17_length_28184_cov_17.0571_ID_33	24221	24661	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5196AA_AS.scaffold.fasta.gz	NODE_19_length_17282_cov_17.8953_ID_37	7066	7708	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5196AA_AS.scaffold.fasta.gz	NODE_20_length_11737_cov_144.793_ID_39	5004	5377	+	IncX1_1	1-374/374	===============	0/0	100.00	98.40	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_IA5201AA_AS.scaffold.fasta.gz	NODE_15_length_41417_cov_11.3691_ID_29	3524	3964	-	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5201AA_AS.scaffold.fasta.gz	NODE_15_length_41417_cov_11.3691_ID_29	3987	4248	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5201AA_AS.scaffold.fasta.gz	NODE_18_length_17386_cov_12.8721_ID_35	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5204AA_AS.scaffold.fasta.gz	NODE_12_length_88639_cov_26.4112_ID_23	29990	30131	-	IncI1-I(Alpha)_1	1-142/142	===============	0/0	100.00	100.00	plasmidfinder	AP005147	IncI1-I(Alpha)_1__AP005147	
SAL_IA5204AA_AS.scaffold.fasta.gz	NODE_15_length_41566_cov_12.1252_ID_29	37319	37580	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5204AA_AS.scaffold.fasta.gz	NODE_15_length_41566_cov_12.1252_ID_29	37603	38043	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5204AA_AS.scaffold.fasta.gz	NODE_18_length_17344_cov_12.738_ID_35	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5205AA_AS.scaffold.fasta.gz	NODE_18_length_41396_cov_11.2256_ID_35	37149	37410	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5205AA_AS.scaffold.fasta.gz	NODE_18_length_41396_cov_11.2256_ID_35	37433	37873	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5205AA_AS.scaffold.fasta.gz	NODE_21_length_17402_cov_12.3617_ID_41	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5208AA_AS.scaffold.fasta.gz	NODE_14_length_35532_cov_23.1679_ID_27	26649	26991	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_IA5208AA_AS.scaffold.fasta.gz	NODE_14_length_35532_cov_23.1679_ID_27	27638	28011	+	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_IA5208AA_AS.scaffold.fasta.gz	NODE_16_length_29034_cov_20.6553_ID_31	24787	25048	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5208AA_AS.scaffold.fasta.gz	NODE_16_length_29034_cov_20.6553_ID_31	25071	25511	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5208AA_AS.scaffold.fasta.gz	NODE_18_length_17366_cov_20.7467_ID_35	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5208AA_AS.scaffold.fasta.gz	NODE_23_length_3736_cov_3178.17_ID_45	730	860	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_IA5214AA_AS.scaffold.fasta.gz	NODE_13_length_39316_cov_16.9524_ID_25	1464	1904	-	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5214AA_AS.scaffold.fasta.gz	NODE_13_length_39316_cov_16.9524_ID_25	1927	2188	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5214AA_AS.scaffold.fasta.gz	NODE_16_length_17407_cov_17.7219_ID_31	7049	7691	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5215AA_AS.scaffold.fasta.gz	NODE_16_length_41411_cov_16.7288_ID_31	37164	37425	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5215AA_AS.scaffold.fasta.gz	NODE_16_length_41411_cov_16.7288_ID_31	37448	37888	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5215AA_AS.scaffold.fasta.gz	NODE_20_length_17407_cov_18.0593_ID_39	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5217AA_AS.scaffold.fasta.gz	NODE_15_length_41383_cov_19.5263_ID_29	37136	37397	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5217AA_AS.scaffold.fasta.gz	NODE_15_length_41383_cov_19.5263_ID_29	37420	37860	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5217AA_AS.scaffold.fasta.gz	NODE_18_length_17424_cov_20.1573_ID_35	7067	7709	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5218AA_AS.scaffold.fasta.gz	NODE_15_length_41421_cov_17.3438_ID_29	37174	37435	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5218AA_AS.scaffold.fasta.gz	NODE_15_length_41421_cov_17.3438_ID_29	37458	37898	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5218AA_AS.scaffold.fasta.gz	NODE_19_length_17408_cov_17.9828_ID_37	7051	7693	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5218AA_AS.scaffold.fasta.gz	NODE_23_length_2829_cov_1919.71_ID_45	2502	2632	-	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	100.00	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_IA5729AA_AS.scaffold.fasta.gz	NODE_27_length_65068_cov_14.3827_ID_53	42013	42274	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IA5729AA_AS.scaffold.fasta.gz	NODE_27_length_65068_cov_14.3827_ID_53	42297	42737	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IA5729AA_AS.scaffold.fasta.gz	NODE_27_length_65068_cov_14.3827_ID_53	57359	58001	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IA5729AA_AS.scaffold.fasta.gz	NODE_51_length_6895_cov_312.985_ID_101	6510	6640	+	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	92.37	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_IA5729AA_AS.scaffold.fasta.gz	NODE_59_length_3878_cov_276.355_ID_117	3123	3276	-	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_IC2156AA_AS.result.fasta.gz	SAL_IC2156AA_AS_NODE_29_length_24561_cov_45.623885	14766	15325	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_IC2158AA_AS.result.fasta.gz	SAL_IC2158AA_AS_NODE_15_length_93995_cov_22.953445	29434	29695	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IC2158AA_AS.result.fasta.gz	SAL_IC2158AA_AS_NODE_15_length_93995_cov_22.953445	29718	30158	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IC2158AA_AS.result.fasta.gz	SAL_IC2158AA_AS_NODE_15_length_93995_cov_22.953445	44779	45421	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IC2166AA_AS.result.fasta.gz	SAL_IC2166AA_AS_NODE_31_length_24581_cov_34.225525	14786	15345	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_IC2168AA_AS.result.fasta.gz	SAL_IC2168AA_AS_NODE_28_length_24561_cov_52.243513	14766	15325	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_IC2171AA_AS.result.fasta.gz	SAL_IC2171AA_AS_NODE_30_length_6887_cov_504.303402	2763	2893	-	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	88.55	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_IC2171AA_AS.result.fasta.gz	SAL_IC2171AA_AS_NODE_40_length_2829_cov_1514.638046	590	720	-	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	100.00	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_IC2173AA_AS.result.fasta.gz	SAL_IC2173AA_AS_NODE_17_length_78109_cov_38.414570	52419	52835	-	IncC_1	1-417/417	===============	0/0	100.00	100.00	plasmidfinder	JN157804	IncC_1__JN157804	
SAL_IC2173AA_AS.result.fasta.gz	SAL_IC2173AA_AS_NODE_24_length_37824_cov_32.505849	19244	19617	-	IncX1_1	1-374/374	===============	0/0	100.00	98.93	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_IC2173AA_AS.result.fasta.gz	SAL_IC2173AA_AS_NODE_28_length_5482_cov_83.035854	1809	1939	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	89.31	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_IC2173AA_AS.result.fasta.gz	SAL_IC2173AA_AS_NODE_30_length_3725_cov_138.993052	2534	2664	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_IC2173AA_AS.result.fasta.gz	SAL_IC2173AA_AS_NODE_31_length_3409_cov_153.225777	2605	2735	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	88.55	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_IC2173AA_AS.result.fasta.gz	SAL_IC2173AA_AS_NODE_32_length_2731_cov_127.188940	1620	1750	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_IC2173AA_AS.result.fasta.gz	SAL_IC2173AA_AS_NODE_33_length_2223_cov_272.058206	195	387	-	ColpVC_1	1-193/193	===============	0/0	100.00	98.96	plasmidfinder	JX133088	ColpVC_1__JX133088	
SAL_IC2176AA_AS.result.fasta.gz	SAL_IC2176AA_AS_NODE_16_length_29908_cov_64.596185	8441	8691	+	IncR_1	1-251/251	===============	0/0	100.00	100.00	plasmidfinder	DQ449578	IncR_1__DQ449578	
SAL_IC2176AA_AS.result.fasta.gz	SAL_IC2176AA_AS_NODE_21_length_3003_cov_332.068846	16	133	-	ColRNAI_1	13-128/130	.=======/======	2/2	89.23	84.75	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_IC2176AA_AS.result.fasta.gz	SAL_IC2176AA_AS_NODE_21_length_3003_cov_332.068846	2892	3003	-	ColRNAI_1	19-128/130	..======/======	2/2	84.62	84.82	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_IC2177AA_AS.result.fasta.gz	SAL_IC2177AA_AS_NODE_31_length_24561_cov_41.967750	14766	15325	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_IC2179AA_AS.result.fasta.gz	SAL_IC2179AA_AS_NODE_27_length_52546_cov_27.401248	29491	29752	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IC2179AA_AS.result.fasta.gz	SAL_IC2179AA_AS_NODE_27_length_52546_cov_27.401248	29775	30215	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IC2179AA_AS.result.fasta.gz	SAL_IC2179AA_AS_NODE_27_length_52546_cov_27.401248	44837	45479	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	99.84	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IC2179AA_AS.result.fasta.gz	SAL_IC2179AA_AS_NODE_30_length_38691_cov_53.117856	13304	13646	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_IC2179AA_AS.result.fasta.gz	SAL_IC2179AA_AS_NODE_30_length_38691_cov_53.117856	14293	14666	+	IncX1_1	1-374/374	===============	0/0	100.00	98.93	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_IC2179AA_AS.result.fasta.gz	SAL_IC2179AA_AS_NODE_44_length_4370_cov_368.594626	2521	2651	-	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	92.37	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_IC2179AA_AS.result.fasta.gz	SAL_IC2179AA_AS_NODE_44_length_4370_cov_368.594626	3234	3516	-	Col440II_1	2-281/282	========/======	1/3	99.29	83.04	plasmidfinder	CP023921	Col440II_1__CP023921	
SAL_IC2179AA_AS.result.fasta.gz	SAL_IC2179AA_AS_NODE_45_length_3342_cov_390.274650	855	1137	+	Col440II_1	2-281/282	========/======	1/3	99.29	84.45	plasmidfinder	CP023921	Col440II_1__CP023921	
SAL_IC2179AA_AS.result.fasta.gz	SAL_IC2179AA_AS_NODE_45_length_3342_cov_390.274650	1717	1845	+	Col(pHAD28)_1	1-129/131	===============	0/0	98.47	89.92	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_IC2179AA_AS.result.fasta.gz	SAL_IC2179AA_AS_NODE_47_length_2829_cov_519.637676	2374	2504	-	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	100.00	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_IC2181AA_AS.result.fasta.gz	SAL_IC2181AA_AS_NODE_18_length_60520_cov_32.232080	11388	12030	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_IC2181AA_AS.result.fasta.gz	SAL_IC2181AA_AS_NODE_24_length_31084_cov_31.278677	29427	29688	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_IC2181AA_AS.result.fasta.gz	SAL_IC2181AA_AS_NODE_24_length_31084_cov_31.278677	29711	30151	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_IC2181AA_AS.result.fasta.gz	SAL_IC2181AA_AS_NODE_33_length_4037_cov_437.966496	774	927	-	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_IC2181AA_AS.result.fasta.gz	SAL_IC2181AA_AS_NODE_34_length_2991_cov_855.850908	156	286	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	88.55	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_IC2181AA_AS.result.fasta.gz	SAL_IC2181AA_AS_NODE_35_length_2223_cov_1118.197519	1084	1276	+	ColpVC_1	1-193/193	===============	0/0	100.00	98.96	plasmidfinder	JX133088	ColpVC_1__JX133088	
SAL_IC2182AA_AS.result.fasta.gz	SAL_IC2182AA_AS_NODE_30_length_24561_cov_41.686380	14766	15325	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_IC2184AA_AS.result.fasta.gz	SAL_IC2184AA_AS_NODE_25_length_24561_cov_36.666407	14766	15325	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_IC2185AA_AS.result.fasta.gz	SAL_IC2185AA_AS_NODE_30_length_24582_cov_48.438724	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_IC2190AA_AS.result.fasta.gz	SAL_IC2190AA_AS_NODE_12_length_191691_cov_58.995317	165992	166408	-	IncC_1	1-417/417	===============	0/0	100.00	100.00	plasmidfinder	JN157804	IncC_1__JN157804	
SAL_IC2190AA_AS.result.fasta.gz	SAL_IC2190AA_AS_NODE_20_length_37824_cov_70.434544	21539	21912	+	IncX1_1	1-374/374	===============	0/0	100.00	98.93	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_IC2190AA_AS.result.fasta.gz	SAL_IC2190AA_AS_NODE_26_length_4532_cov_982.435187	733	863	+	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	89.31	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_IC2190AA_AS.result.fasta.gz	SAL_IC2190AA_AS_NODE_28_length_3205_cov_51.187784	2800	2930	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_IC2190AA_AS.result.fasta.gz	SAL_IC2190AA_AS_NODE_31_length_2223_cov_2389.994752	99	291	+	ColpVC_1	1-193/193	===============	0/0	100.00	98.96	plasmidfinder	JX133088	ColpVC_1__JX133088	
SAL_IC2191AA_AS.result.fasta.gz	SAL_IC2191AA_AS_NODE_30_length_24561_cov_43.427233	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_JA4500AA_AS.scaffold.fasta.gz	NODE_15_length_121398_cov_57.7523_ID_29	94644	94780	-	IncI(Gamma)_1	5-141/141	===============	0/0	97.16	100.00	plasmidfinder	AP011954	IncI(Gamma)_1__AP011954	
SAL_JA4500AA_AS.scaffold.fasta.gz	NODE_18_length_94111_cov_21.2427_ID_35	11387	12029	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	99.84	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_JA4500AA_AS.scaffold.fasta.gz	NODE_18_length_94111_cov_21.2427_ID_35	89946	90207	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_JA4500AA_AS.scaffold.fasta.gz	NODE_18_length_94111_cov_21.2427_ID_35	90230	90670	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_JA4500AA_AS.scaffold.fasta.gz	NODE_26_length_38691_cov_76.6565_ID_51	24094	24436	+	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_JA4500AA_AS.scaffold.fasta.gz	NODE_26_length_38691_cov_76.6565_ID_51	25083	25456	+	IncX1_1	1-374/374	===============	0/0	100.00	98.93	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_JA4500AA_AS.scaffold.fasta.gz	NODE_33_length_10994_cov_842.39_ID_65	704	1499	-	IncQ1_1	1-796/796	===============	0/0	100.00	100.00	plasmidfinder	M28829	IncQ1_1__M28829	
SAL_JA4500AA_AS.scaffold.fasta.gz	NODE_35_length_3206_cov_1575.97_ID_69	537	667	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	90.08	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_JA6717AA_AS.scaffold.fasta.gz	NODE_17_length_94019_cov_15.1261_ID_33	11387	12029	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_JA6717AA_AS.scaffold.fasta.gz	NODE_17_length_94019_cov_15.1261_ID_33	89883	90144	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_JA6717AA_AS.scaffold.fasta.gz	NODE_17_length_94019_cov_15.1261_ID_33	90167	90607	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_JC3732AA_AS.result.fasta.gz	SAL_JC3732AA_AS_NODE_18_length_49117_cov_77.119167	5714	6227	+	IncN_1	1-514/514	===============	0/0	100.00	100.00	plasmidfinder	AY046276	IncN_1__AY046276	
SAL_JC3740AA_AS.result.fasta.gz	SAL_JC3740AA_AS_NODE_27_length_24561_cov_43.457191	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_KA9428AA_AS.scaffold.fasta.gz	NODE_16_length_50915_cov_5.07746_ID_31	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9428AA_AS.scaffold.fasta.gz	NODE_20_length_7693_cov_5.36149_ID_39	3446	3707	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9428AA_AS.scaffold.fasta.gz	NODE_20_length_7693_cov_5.36149_ID_39	3730	4170	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_KA9437AA_AS.scaffold.fasta.gz	NODE_20_length_4720_cov_88.6462_ID_39	889	1019	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	90.08	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9438AA_AS.scaffold.fasta.gz	NODE_19_length_50700_cov_1.295_ID_37	40371	41013	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9438AA_AS.scaffold.fasta.gz	NODE_28_length_7497_cov_1.37436_ID_55	3334	3774	-	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_KA9438AA_AS.scaffold.fasta.gz	NODE_28_length_7497_cov_1.37436_ID_55	3797	4058	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_KA9439AA_AS.scaffold.fasta.gz	NODE_13_length_38348_cov_8.23521_ID_25	7556	7929	+	IncX1_1	1-374/374	===============	0/0	100.00	94.92	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_KA9439AA_AS.scaffold.fasta.gz	NODE_19_length_4761_cov_52.6959_ID_37	2830	2960	+	ColRNAI_1	1-130/130	========/======	1/1	100.00	90.08	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_KA9441AA_AS.scaffold.fasta.gz	NODE_17_length_50892_cov_1.95818_ID_33	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_KA9441AA_AS.scaffold.fasta.gz	NODE_25_length_5499_cov_1.77662_ID_49	1401	1841	-	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_KA9441AA_AS.scaffold.fasta.gz	NODE_25_length_5499_cov_1.77662_ID_49	1864	2125	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
